"state", "date_peak", "cases_peak"
"chile", "10/28/20", "5"
"chile", "01/21/21", "31"
"chile", "04/01/21", "47"
"chile", "05/30/21", "24"
"chile", "11/08/21", "12"
"chile", "02/13/22", "29"
"chile", "06/21/22", "5"
"czechia", "03/23/20", "6"
"czechia", "06/20/20", "1"
"czechia", "11/01/20", "42"
"czechia", "12/28/20", "29"
"czechia", "03/02/21", "31"
"czechia", "07/28/21", "1"
"czechia", "11/16/21", "27"
"czechia", "02/07/22", "11"
"czechia", "03/19/22", "3"
"czechia", "07/23/22", "5"
"denmark", "03/27/20", "11"
"denmark", "09/21/20", "2"
"denmark", "11/10/20", "3"
"denmark", "12/28/20", "6"
"denmark", "03/08/21", "2"
"denmark", "05/02/21", "2"
"denmark", "05/21/21", "1"
"denmark", "08/09/21", "1"
"denmark", "11/29/21", "2"
"denmark", "02/18/22", "2"
"denmark", "03/29/22", "1"
"denmark", "05/08/22", "1"
"denmark", "06/24/22", "1"
"estonia", "04/16/20", "2"
"estonia", "05/29/20", "0"
"estonia", "09/17/20", "1"
"estonia", "11/20/20", "1"
"estonia", "12/24/20", "2"
"estonia", "03/01/21", "2"
"estonia", "08/14/21", "1"
"estonia", "10/22/21", "2"
"estonia", "12/17/21", "1"
"estonia", "02/11/22", "1"
"estonia", "05/05/22", "1"
"estonia", "05/29/22", "0"
"estonia", "07/16/22", "1"
"finland", "03/28/20", "7"
"finland", "10/11/20", "1"
"finland", "12/05/20", "2"
"finland", "03/15/21", "2"
"finland", "04/20/21", "0"
"finland", "08/14/21", "2"
"finland", "10/05/21", "1"
"finland", "12/19/21", "2"
"finland", "01/09/22", "2"
"finland", "03/30/22", "2"
"finland", "04/17/22", "1"
"finland", "06/12/22", "1"
"finland", "07/10/22", "3"
"france", "03/30/20", "370"
"france", "11/02/20", "133"
"france", "01/27/21", "33"
"france", "04/05/21", "89"
"france", "08/05/21", "53"
"france", "12/06/21", "70"
"france", "04/13/22", "16"
"france", "07/14/22", "25"
"germany", "04/02/20", "202"
"germany", "11/02/20", "121"
"germany", "12/24/20", "72"
"germany", "04/05/21", "102"
"germany", "08/30/21", "38"
"germany", "11/24/21", "109"
"germany", "02/07/22", "19"
"germany", "03/14/22", "27"
"germany", "07/24/22", "41"
"ireland", "01/08/21", "13"
"ireland", "05/21/21", "1"
"ireland", "08/20/21", "3"
"ireland", "10/22/21", "2"
"ireland", "11/19/21", "4"
"ireland", "02/11/22", "0"
"ireland", "03/25/22", "2"
"ireland", "06/10/22", "1"
"ireland", "07/15/22", "1"
"israel", "09/04/20", "20"
"israel", "01/20/21", "11"
"israel", "03/14/21", "3"
"israel", "08/16/21", "7"
"israel", "01/28/22", "14"
"israel", "07/09/22", "4"
"italy", "03/19/20", "169"
"italy", "11/06/20", "104"
"italy", "01/09/21", "10"
"italy", "03/15/21", "65"
"italy", "08/17/21", "13"
"italy", "01/09/22", "36"
"italy", "03/28/22", "5"
"italy", "07/06/22", "12"
"japan", "05/05/20", "49"
"japan", "08/17/20", "12"
"japan", "11/23/20", "28"
"japan", "01/11/21", "29"
"japan", "05/10/21", "37"
"japan", "08/09/21", "75"
"japan", "01/24/22", "63"
"japan", "04/11/22", "2"
"japan", "07/11/22", "42"
"latvia", "01/08/21", "9"
"latvia", "04/16/21", "2"
"latvia", "10/15/21", "6"
"latvia", "01/14/22", "2"
"latvia", "02/25/22", "4"
"latvia", "04/29/22", "1"
"latvia", "07/01/22", "1"
"malaysia", "03/27/20", "14"
"malaysia", "05/16/20", "1"
"malaysia", "10/09/20", "8"
"malaysia", "11/22/20", "3"
"malaysia", "01/16/21", "12"
"malaysia", "05/23/21", "44"
"malaysia", "07/07/21", "21"
"malaysia", "11/17/21", "2"
"malaysia", "02/24/22", "14"
"malaysia", "07/13/22", "3"
"netherlands", "03/25/20", "71"
"netherlands", "03/26/20", "73"
"netherlands", "10/18/20", "17"
"netherlands", "10/19/20", "20"
"netherlands", "12/29/20", "18"
"netherlands", "04/06/21", "13"
"netherlands", "11/06/21", "12"
"netherlands", "11/23/21", "15"
"netherlands", "04/15/22", "2"
"netherlands", "06/25/22", "2"
"netherlands", "07/12/22", "2"
"portugal", "03/30/20", "24"
"portugal", "06/11/20", "3"
"portugal", "11/06/20", "12"
"portugal", "01/28/21", "14"
"portugal", "07/12/21", "5"
"portugal", "08/22/21", "1"
"portugal", "11/22/21", "5"
"portugal", "02/05/22", "3"
"portugal", "03/16/22", "0"
"portugal", "05/15/22", "4"
"romania", "04/05/20", "30"
"romania", "07/28/20", "14"
"romania", "11/10/20", "22"
"romania", "03/12/21", "30"
"romania", "09/22/21", "47"
"romania", "01/31/22", "46"
"romania", "07/21/22", "10"
"serbia", "03/30/20", "7"
"serbia", "07/09/20", "8"
"serbia", "11/09/20", "12"
"serbia", "03/30/21", "7"
"serbia", "09/26/21", "8"
"serbia", "12/07/21", "4"
"serbia", "02/09/22", "5"
"serbia", "04/23/22", "1"
"serbia", "07/19/22", "2"
"slovakia", "03/10/20", "0"
"slovakia", "04/05/20", "0"
"slovakia", "06/22/20", "0"
"slovakia", "08/26/20", "2"
"slovakia", "10/26/20", "8"
"slovakia", "01/18/21", "6"
"slovakia", "02/25/21", "19"
"slovakia", "08/09/21", "1"
"slovakia", "11/04/21", "17"
"slovakia", "03/10/22", "4"
"slovakia", "07/10/22", "2"
"slovenia", "03/28/20", "3"
"slovenia", "07/28/20", "0"
"slovenia", "10/28/20", "8"
"slovenia", "12/14/20", "2"
"slovenia", "04/04/21", "4"
"slovenia", "09/19/21", "4"
"slovenia", "11/14/21", "7"
"slovenia", "02/07/22", "3"
"slovenia", "03/08/22", "1"
"slovenia", "07/18/22", "1"
"south_africa", "07/21/20", "217"
"south_africa", "10/20/20", "4"
"south_africa", "12/30/20", "160"
"south_africa", "07/01/21", "47"
"south_africa", "12/29/21", "20"
"south_africa", "03/03/22", "1"
"south_africa", "05/03/22", "11"
"south_africa", "07/15/22", "15"
"south_korea", "03/26/20", "11"
"south_korea", "06/19/20", "2"
"south_korea", "09/01/20", "14"
"south_korea", "12/17/20", "14"
"south_korea", "04/25/21", "6"
"south_korea", "05/23/21", "2"
"south_korea", "07/30/21", "11"
"south_korea", "10/05/21", "7"
"south_korea", "12/10/21", "24"
"south_korea", "03/07/22", "46"
"south_korea", "07/22/22", "11"
"spain", "08/04/20", "46"
"spain", "10/28/20", "59"
"spain", "01/20/21", "144"
"spain", "04/07/21", "34"
"spain", "07/21/21", "60"
"spain", "12/11/21", "44"
"spain", "04/20/22", "31"
"spain", "06/21/22", "12"
"sweden", "03/29/20", "24"
"sweden", "11/17/20", "8"
"sweden", "01/05/21", "6"
"sweden", "04/03/21", "6"
"sweden", "09/05/21", "2"
"sweden", "11/06/21", "2"
"sweden", "01/17/22", "4"
"sweden", "03/12/22", "0"
"switzerland", "04/01/20", "69"
"switzerland", "06/29/20", "1"
"switzerland", "08/02/20", "3"
"switzerland", "11/03/20", "24"
"switzerland", "01/03/21", "3"
"switzerland", "04/15/21", "7"
"switzerland", "08/19/21", "13"
"switzerland", "11/27/21", "8"
"switzerland", "02/05/22", "2"
"switzerland", "03/20/22", "3"
"switzerland", "06/20/22", "3"
"switzerland", "07/22/22", "3"
"united_kingdom", "04/05/20", "409"
"united_kingdom", "10/26/20", "36"
"united_kingdom", "01/06/21", "120"
"united_kingdom", "07/24/21", "29"
"united_kingdom", "10/19/21", "14"
"united_kingdom", "12/29/21", "6"
"united_kingdom", "03/24/22", "9"
"united_kingdom", "05/17/22", "0"
"united_states", "07/18/20", "1,613"
"united_states", "11/15/20", "425"
"united_states", "04/06/21", "104"
"united_states", "08/11/21", "559"
"united_states", "10/12/21", "39"
"united_states", "01/05/22", "571"
"united_states", "05/15/22", "58"
"united_states", "07/07/22", "77"
