"state", "date_peak", "cases_peak"
"afghanistan", "05/09/21", "0"
"afghanistan", "11/12/21", "1"
"afghanistan", "12/25/21", "0"
"afghanistan", "02/18/22", "0"
"afghanistan", "04/02/22", "0"
"albania", "05/09/21", "2"
"albania", "07/23/21", "0"
"albania", "10/15/21", "0"
"albania", "11/22/21", "0"
"albania", "01/30/22", "0"
"algeria", "08/18/21", "1"
"algeria", "10/22/21", "0"
"algeria", "11/19/21", "0"
"algeria", "01/07/22", "0"
"angola", "04/17/21", "0"
"angola", "10/16/21", "0"
"angola", "12/07/21", "0"
"angola", "01/26/22", "1"
"argentina", "04/09/21", "0"
"argentina", "07/13/21", "1"
"argentina", "10/20/21", "1"
"argentina", "12/19/21", "0"
"armenia", "05/28/21", "0"
"armenia", "07/09/21", "0"
"armenia", "08/20/21", "0"
"armenia", "10/09/21", "0"
"armenia", "01/11/22", "0"
"armenia", "04/01/22", "0"
"australia", "05/26/21", "0"
"australia", "08/20/21", "1"
"australia", "01/13/22", "0"
"australia", "03/21/22", "0"
"austria", "01/13/21", "0"
"austria", "03/10/21", "0"
"austria", "05/19/21", "1"
"austria", "09/19/21", "0"
"austria", "02/02/22", "0"
"azerbaijan", "03/01/21", "0"
"azerbaijan", "04/08/21", "0"
"azerbaijan", "05/31/21", "0"
"azerbaijan", "07/29/21", "0"
"azerbaijan", "11/10/21", "0"
"azerbaijan", "12/08/21", "0"
"azerbaijan", "01/21/22", "0"
"azerbaijan", "03/14/22", "0"
"bahrain", "12/25/20", "0"
"bahrain", "02/10/21", "0"
"bahrain", "03/16/21", "1"
"bahrain", "05/04/21", "1"
"bahrain", "10/17/21", "0"
"bahrain", "11/29/21", "0"
"bahrain", "01/05/22", "0"
"bahrain", "01/29/22", "0"
"bangladesh", "02/16/21", "0"
"bangladesh", "08/07/21", "0"
"bangladesh", "10/01/21", "1"
"bangladesh", "11/09/21", "1"
"bangladesh", "01/13/22", "2"
"bangladesh", "02/26/22", "2"
"belarus", "04/21/21", "0"
"belarus", "05/21/21", "0"
"belarus", "07/16/21", "1"
"belarus", "10/08/21", "0"
"belarus", "12/31/21", "1"
"belarus", "03/04/22", "0"
"belgium", "01/13/21", "0"
"belgium", "04/08/21", "1"
"belgium", "06/17/21", "1"
"belgium", "10/20/21", "0"
"belgium", "11/18/21", "0"
"belgium", "01/07/22", "0"
"benin", "09/07/21", "0"
"benin", "11/28/21", "1"
